Fri,Mon,Sat,Thu,Tue,Wed,building,call,name,number,room
,,,,6:10pm-10:00pm,,Hamilton Hall,79782,POST COLONIAL/POST SOV CINEMA Section 001,Comparative Literature: Slavic GU4075,407
,,,,4:10pm-6:00pm,,Hamilton Hall,60959,SLAVIC THEORY: FORMALISM & MARXISM Section 001,Comparative Literature: Slavic G6121,709
,6:10pm-8:00pm,,,,,Hamilton Hall,61643,LITERATURES OF THE SOUTH SLAVS Section 001,Comparative Literature: South Slavic GU4028,313
,1:10pm-2:25pm,,,,1:10pm-2:25pm,Hamilton Hall,75029,HOLOCAUST LITERATURE:SURVEY Section 001,Comparative Literature: Yiddish UN3600,603
,,,5:40pm-6:55pm,5:40pm-6:55pm,,Schermerhorn Hall [SCH],23742,INTRO-COMPUT SCI/PROG IN JAVA Section 001,Computer Science W1004,501
,,,4:10pm-5:25pm,4:10pm-5:25pm,,International Affairs Building,29702,INTRO-COMPUT SCI/PROG IN JAVA Section 002,Computer Science W1004,417
,,,,,,,29685,EMERGING SCHOLARS PROG SEMINAR Section 001,Computer Science W1404,
,,,12:10pm-2:00pm,,,International Affairs Building,18198,PROGRAMMING LANGUAGES Section 001,Computer Science W3101,407
12:10pm-2:00pm,,,,,,Mathematics Building,25550,PROGRAMMING LANGUAGES Section 002,Computer Science W3101,417
2:10pm-4:00pm,,,,,,International Affairs Building,17204,PROGRAMMING LANGUAGES Section 003,Computer Science W3101,413
10:10am-12:00pm,,,,,,Mathematics Building,12851,PROGRAMMING LANGUAGES Section 004,Computer Science W3101,417
,,,,6:10pm-8:00pm,,Mathematics Building,27848,DEV TECH (USING LINUX) Section 001,Computer Science W3102,417
,5:40pm-6:55pm,,,,5:40pm-6:55pm,Schermerhorn Hall [SCH],21431,DATA STRUCTURES IN JAVA Section 001,Computer Science W3134,501
,1:10pm-2:25pm,,,,1:10pm-2:25pm,Northwest Corner Building,73323,DATA STRUCTURES IN JAVA Section 002,Computer Science W3134,501
,1:10pm-2:25pm,,,,1:10pm-2:25pm,Computer Science Building,19687,HONORS DATA STRUCTURES & ALGOL Section 001,Computer Science W3137,486
,,,4:10pm-5:25pm,4:10pm-5:25pm,,Pupin Laboratories,17050,ADVANCED PROGRAMMING Section 001,Computer Science W3157,301
,10:10am-11:25am,,,,10:10am-11:25am,Schermerhorn Hall [SCH],63319,DISCRETE MATHEMATICS Section 001,Computer Science W3203,501
,11:40am-12:55pm,,,,11:40am-12:55pm,Computer Science Building,29040,DISCRETE MATHEMATICS Section 002,Computer Science W3203,486
,,,10:10am-11:25am,10:10am-11:25am,,Mathematics Building,75261,COMPUTER SCIENCE THEORY Section 001,Computer Science W3261,207
,,,11:40am-12:55pm,11:40am-12:55pm,,Pupin Laboratories,65526,COMPUTER SCIENCE THEORY Section 002,Computer Science W3261,428
,,,,,,,93443,UNDERGRADUATE THESIS Section 070,Computer Science W3902,
,,,,,,,93444,UNDERGRADUATE THESIS Section 071,Computer Science W3902,
,,,2:40pm-3:55pm,2:40pm-3:55pm,,Northwest Corner Building,77619,INTRODUCTION TO DATABASES Section 001,Computer Science W4111,501
,,,,,4:10pm-6:40pm,Hamilton Hall,88699,INTRODUCTION TO DATABASES Section 002,Computer Science W4111,517
,,,,1:00pm-3:40pm,,Hamilton Hall,75283,DATABASE SYSTEM IMPLEMENTATION Section 001,Computer Science W4112,602
,2:40pm-3:55pm,,,,2:40pm-3:55pm,Mathematics Building,19108,PROGRAMMING LANG & TRANSLATORS Section 001,Computer Science W4115,207
,,,,,,,15996,PROGRAMMING LANG & TRANSLATORS Section H01,Computer Science W4115,
,,,11:40am-12:55pm,11:40am-12:55pm,,Northwest Corner Building,23985,OPERATING SYSTEMS I Section 001,Computer Science W4118,501
,,,,,6:10pm-8:55pm,Pupin Laboratories,15051,COMPUTER SYSTEMS FOR DATA SCIENCE Section 001,Computer Science W4121,428
,,,10:10am-11:25am,10:10am-11:25am,,Seeley W. Mudd Building,82784,ADVANCED SOFTWARE ENGINEERING Section 001,Computer Science E4156,633
,,,11:40am-12:55pm,11:40am-12:55pm,,Seeley W. Mudd Building,68716,COMPUTER GRAPHICS Section 001,Computer Science W4160,1127
,,,1:10pm-2:25pm,1:10pm-2:25pm,,Computer Science Building,10474,3D UI AND AUGMENTED REALITY Section 001,Computer Science W4172,486
10:10am-12:40pm,,,,,,Computer Science Building,73315,NETWORK SECURITY Section 001,Computer Science W4180,486
,1:10pm-2:25pm,,,,1:10pm-2:25pm,Havemeyer Hall,77544,ARTIFICIAL INTELLIGENCE Section 001,Computer Science W4701,309
,,,,,,,86066,NATURAL LANGUAGE PROCESSING Section H01,Computer Science W4705,
,,,7:40pm-8:55pm,7:40pm-8:55pm,,Schermerhorn Hall [SCH],67579,MACHINE LEARNING FOR DATA SCI Section 001,Computer Science W4721,501
,,,,,,,82783,MACHINE LEARNING FOR DATA SCI Section H01,Computer Science W4721,
,1:10pm-2:25pm,,,,1:10pm-2:25pm,Seeley W. Mudd Building,65943,MACHINE LEARNING Section 001,Computer Science W4771,833
,,,,,,,74695,MACHINE LEARNING Section H01,Computer Science W4771,
1:10pm-3:40pm,,,,,,Mathematics Building,95953,ADVANCED MACHINE LEARNING Section 001,Computer Science W4772,203
,,,,,2:10pm-4:00pm,Hamilton Hall,28790,MATH LOGIC II Section 001,Computer Science 84802,511
,,,2:40pm-3:55pm,2:40pm-3:55pm,,Seeley W. Mudd Building,61231,TOPICS IN COMPUTER SCIENCE Section 001,Computer Science W4995,1127
,2:40pm-3:55pm,,,,2:40pm-3:55pm,Schapiro [SCEP],70682,TOPICS IN COMPUTER SCIENCE Section 002,Computer Science W4995,415
,2:40pm-3:55pm,,,,2:40pm-3:55pm,Computer Science Building,14850,TOPICS IN COMPUTER SCIENCE Section 003,Computer Science W4995,486
,,,2:40pm-3:55pm,2:40pm-3:55pm,,Seeley W. Mudd Building,92109,TOPICS IN COMPUTER SCIENCE Section 004,Computer Science W4995,825
,4:10pm-5:25pm,,,,4:10pm-5:25pm,Zankel,20797,TOPICS IN COMPUTER SCIENCE Section 005,Computer Science W4995,408
,7:00pm-9:30pm,,,,,Seeley W. Mudd Building,82097,TOPICS IN COMPUTER SCIENCE Section 006,Computer Science W4995,327
10:10am-12:00pm,,,,,,Seeley W. Mudd Building,82650,TOPICS IN COMPUTER SCIENCE Section 007,Computer Science W4995,327
2:00pm-4:00pm,,,,,,Fayerweather,16347,TOPICS IN COMPUTER SCIENCE Section 008,Computer Science W4995,313
,,,,10:10am-12:00pm,,Schapiro [SCEP],73660,"OPERATING SYSTEMS, II Section 001",Computer Science E6118,415
,,,,4:10pm-6:00pm,,Knox Hall,64535,RELIABLE SOFTWARE Section 001,Computer Science E6121,103
,,,1:10pm-2:25pm,1:10pm-2:25pm,,Seeley W. Mudd Building,62977,TOPICS IN SOFTWARE ENGINEERING Section 001,Computer Science E6156,545
,,,,6:10pm-8:00pm,,Knox Hall,72737,ANONYMITY & PRIVACY Section 001,Computer Science E6184,103
,,,,,4:10pm-6:00pm,Seeley W. Mudd Building,16582,ANALYSIS OF ALGORITHMS II Section 001,Computer Science E6232,1024
,,,,4:10pm-6:00pm,,Computer Science Building,70392,HUMANOID ROBOTS Section 001,Computer Science E6731,486
,4:10pm-6:40pm,,,,,Schapiro [SCEP],21135,COMPUTATIONAL IMAGING Section 001,Computer Science E6732,750
,,,,,,,20955,THESIS Section 070,Computer Science E6902,
,,,,,,,20956,THESIS Section 071,Computer Science E6902,
,,,,,,,93655,FIELDWORK Section 070,Computer Science E6910,
,,,,,,,93656,FIELDWORK Section 071,Computer Science E6910,
,,,10:10am-12:40pm,,,Schapiro [SCEP],17235,TOPICS IN COMPUTER SCIENCE Section 001,Computer Science E6998,415
,,,,,2:10pm-4:00pm,Hamilton Hall,18002,TOPICS IN COMPUTER SCIENCE Section 002,Computer Science E6998,503
,,,4:10pm-6:00pm,,,Hamilton Hall,78297,TOPICS IN COMPUTER SCIENCE Section 004,Computer Science E6998,304
,6:10pm-8:00pm,,,,,Hamilton Hall,97296,TOPICS IN COMPUTER SCIENCE Section 005,Computer Science E6998,517
,,,10:10am-12:00pm,,,Mathematics Building,74702,TOPICS IN COMPUTER SCIENCE Section 006,Computer Science E6998,417
,,,8:10pm-10:00pm,,,Seeley W. Mudd Building,83288,TOPICS IN COMPUTER SCIENCE Section 007,Computer Science E6998,644
,,,,,2:10pm-4:00pm,Fayerweather,62620,TOPICS IN APPLIED STATS Section 001,Computer Science 88101,302
,,,10:10am-11:25am,10:10am-11:25am,,Northwest Corner Building,24427,FUNDAMENTALS OF COMPUTER SYSTS Section 001,Computer Science and Electrical Engineering W3827,501
10:10am-12:40pm,,,,,,Northwest Corner Building,68757,COMPUTER NETWORKS Section 001,Computer Science and Electrical Engineering W4119,501
,,,11:40am-12:55pm,11:40am-12:55pm,,Seeley W. Mudd Building,69879,NETWORKING LABORATORY Section 001,Computer Science and Electrical Engineering W4140,644
,,,1:10pm-2:25pm,1:10pm-2:25pm,,Hamilton Hall,73309,COMPUTER ARCHITECTURE Section 001,Computer Science and Electrical Engineering W4824,702
,,,10:10am-12:00pm,,,Computer Science Building,77537,MODELING & PERFORMNCE EVALUATN Section 001,Computer Science and Electrical Engineering E6180,486
,4:10pm-6:00pm,,,,,Schapiro [SCEP],10308,EMBEDDED SCALABLE PLATFORMS Section 001,Computer Science and Electrical Engineering E6868,415
,7:10pm-8:25pm,,,,7:10pm-8:25pm,Seeley W. Mudd Building,29003,ANALYSIS OF ALGORITHMS I Section 001,Computer Science and Operations Research W4231,1127
,,,4:10pm-5:25pm,4:10pm-5:25pm,,Mathematics Building,68170,ANALYSIS OF ALGORITHMS I Section 002,Computer Science and Operations Research W4231,312
,,,,,,,64286,ANALYSIS OF ALGORITHMS I Section H01,Computer Science and Operations Research W4231,
,4:10pm-5:25pm,,,,4:10pm-5:25pm,Seeley W. Mudd Building,29952,COMPUTATIONAL GENOMICS Section 001,"Computer Science, Bioengineering & Med Info W4761",524
,6:10pm-8:00pm,,,,,Altschul Hall (Barnard),67146,ESTIMATING PROJECT COSTS Section 001,Construction Administration PS5100,530
,,,,6:10pm-8:00pm,,Lewisohn Hall,71048,FIN & ACCOUNTNG IN CONSTRUCTION INDUSTRY Section 001,Construction Administration PS5101,602
,,,,6:10pm-8:00pm,,Seeley W. Mudd Building,71846,SAFETY IN THE CONSTR INDUSTRY Section 001,Construction Administration PS5102,233
,,,,,6:10pm-8:00pm,Lewisohn Hall,76298,ELEMENTAL TOPICS IN CNSTR ADMN Section 001,Construction Administration PS5105,505
,6:10pm-8:00pm,,,,,Lewisohn Hall,77346,SCHEDULNG FOR MODERN CONSTRUCTION Section 001,Construction Administration PS5120,106B
,,,,,6:10pm-8:00pm,Lewisohn Hall,78296,GRN BLDG & SUST: TOOLS & TECH Section 001,Construction Administration PS5130,506
,,,,6:10pm-8:00pm,,Lewisohn Hall,81146,RESIDENTIAL CONSTRUCTION & RENOVATIONS Section 001,Construction Administration PS5133,508
,,,6:10pm-8:00pm,,,Lewisohn Hall,14529,INTRO TO BUILDING SYSTEMS: MEPs Section 001,Construction Administration PS5134,508
,,,,,6:10pm-8:00pm,Lewisohn Hall,81947,IT ADVANTAGES IN CONSTRUCTION Section 001,Construction Administration PS5136,106B
,6:10pm-8:00pm,,,,,Lewisohn Hall,82849,CAPSTONE PROJECT Section 001,Construction Administration PS5500,602
,8:10am-10:00am,,,,8:10am-10:00am,Broadway Residence Hall,29577,CONTEMP WESTRN CIVILIZATION II Section 001,Contemporary Civilization CC1102,206
,8:10am-10:00am,,,,8:10am-10:00am,Carman Hall,29578,CONTEMP WESTRN CIVILIZATION II Section 002,Contemporary Civilization CC1102,111
,10:10am-12:00pm,,,,10:10am-12:00pm,Hamilton Hall,29579,CONTEMP WESTRN CIVILIZATION II Section 003,Contemporary Civilization CC1102,306
,10:10am-12:00pm,,,,10:10am-12:00pm,Hamilton Hall,60830,CONTEMP WESTRN CIVILIZATION II Section 004,Contemporary Civilization CC1102,309
,10:10am-12:00pm,,,,10:10am-12:00pm,Hamilton Hall,60831,CONTEMP WESTRN CIVILIZATION II Section 005,Contemporary Civilization CC1102,302
,10:10am-12:00pm,,,,10:10am-12:00pm,Hamilton Hall,60832,CONTEMP WESTRN CIVILIZATION II Section 006,Contemporary Civilization CC1102,303
,10:10am-12:00pm,,,,10:10am-12:00pm,Carman Hall,92073,CONTEMP WESTRN CIVILIZATION II Section 007,Contemporary Civilization CC1102,111
,10:10am-12:00pm,,,,10:10am-12:00pm,Broadway Residence Hall,92074,CONTEMP WESTRN CIVILIZATION II Section 008,Contemporary Civilization CC1102,206
,12:10pm-2:00pm,,,,12:10pm-2:00pm,Pupin Laboratories,92075,CONTEMP WESTRN CIVILIZATION II Section 009,Contemporary Civilization CC1102,424
,12:10pm-2:00pm,,,,12:10pm-2:00pm,Hamilton Hall,92076,CONTEMP WESTRN CIVILIZATION II Section 010,Contemporary Civilization CC1102,304
,12:10pm-2:00pm,,,,12:10pm-2:00pm,Northwest Corner Building,23322,CONTEMP WESTRN CIVILIZATION II Section 011,Contemporary Civilization CC1102,602
,12:10pm-2:00pm,,,,12:10pm-2:00pm,Carman Hall,23323,CONTEMP WESTRN CIVILIZATION II Section 012,Contemporary Civilization CC1102,111
,12:10pm-2:00pm,,,,12:10pm-2:00pm,Hamilton Hall,23324,CONTEMP WESTRN CIVILIZATION II Section 013,Contemporary Civilization CC1102,302
,12:10pm-2:00pm,,,,12:10pm-2:00pm,Broadway Residence Hall,88946,CONTEMP WESTRN CIVILIZATION II Section 014,Contemporary Civilization CC1102,206
,2:10pm-4:00pm,,,,2:10pm-4:00pm,Sherman Fairchild Life Sciences Building,88947,CONTEMP WESTRN CIVILIZATION II Section 015,Contemporary Civilization CC1102,601B
,2:10pm-4:00pm,,,,2:10pm-4:00pm,Pupin Laboratories,88948,CONTEMP WESTRN CIVILIZATION II Section 016,Contemporary Civilization CC1102,424
,2:10pm-4:00pm,,,,2:10pm-4:00pm,Hamilton Hall,88949,CONTEMP WESTRN CIVILIZATION II Section 017,Contemporary Civilization CC1102,303
,2:10pm-4:00pm,,,,2:10pm-4:00pm,Hamilton Hall,63013,CONTEMP WESTRN CIVILIZATION II Section 018,Contemporary Civilization CC1102,318
,2:10pm-4:00pm,,,,2:10pm-4:00pm,Hartley Hall,63014,CONTEMP WESTRN CIVILIZATION II Section 019,Contemporary Civilization CC1102,109
,2:10pm-4:00pm,,,,2:10pm-4:00pm,Carman Hall,63016,CONTEMP WESTRN CIVILIZATION II Section 020,Contemporary Civilization CC1102,111
,2:10pm-4:00pm,,,,2:10pm-4:00pm,Broadway Residence Hall,69260,CONTEMP WESTRN CIVILIZATION II Section 021,Contemporary Civilization CC1102,206
,2:10pm-4:00pm,,,,2:10pm-4:00pm,Hamilton Hall,69261,CONTEMP WESTRN CIVILIZATION II Section 022,Contemporary Civilization CC1102,301
,4:10pm-6:00pm,,,,4:10pm-6:00pm,Hamilton Hall,69262,CONTEMP WESTRN CIVILIZATION II Section 023,Contemporary Civilization CC1102,411
,4:10pm-6:00pm,,,,4:10pm-6:00pm,Hamilton Hall,69263,CONTEMP WESTRN CIVILIZATION II Section 024,Contemporary Civilization CC1102,301
,4:10pm-6:00pm,,,,4:10pm-6:00pm,Hamilton Hall,75510,CONTEMP WESTRN CIVILIZATION II Section 025,Contemporary Civilization CC1102,302
,4:10pm-6:00pm,,,,4:10pm-6:00pm,Hamilton Hall,75511,CONTEMP WESTRN CIVILIZATION II Section 026,Contemporary Civilization CC1102,511
,4:10pm-6:00pm,,,,4:10pm-6:00pm,Hamilton Hall,75512,CONTEMP WESTRN CIVILIZATION II Section 027,Contemporary Civilization CC1102,316
,4:10pm-6:00pm,,,,4:10pm-6:00pm,Hamilton Hall,75514,CONTEMP WESTRN CIVILIZATION II Section 028,Contemporary Civilization CC1102,616
,4:10pm-6:00pm,,,,4:10pm-6:00pm,Carman Hall,81763,CONTEMP WESTRN CIVILIZATION II Section 029,Contemporary Civilization CC1102,111
,4:10pm-6:00pm,,,,4:10pm-6:00pm,Broadway Residence Hall,81764,CONTEMP WESTRN CIVILIZATION II Section 030,Contemporary Civilization CC1102,206
,6:10pm-8:00pm,,,,6:10pm-8:00pm,Hamilton Hall,81765,CONTEMP WESTRN CIVILIZATION II Section 031,Contemporary Civilization CC1102,309
,6:10pm-8:00pm,,,,6:10pm-8:00pm,Hamilton Hall,88010,CONTEMP WESTRN CIVILIZATION II Section 032,Contemporary Civilization CC1102,306
,,,8:10am-10:00am,8:10am-10:00am,,Hamilton Hall,88011,CONTEMP WESTRN CIVILIZATION II Section 033,Contemporary Civilization CC1102,309
,,,8:10am-10:00am,8:10am-10:00am,,Hamilton Hall,88012,CONTEMP WESTRN CIVILIZATION II Section 034,Contemporary Civilization CC1102,401
,,,10:10am-12:00pm,10:10am-12:00pm,,Hamilton Hall,88013,CONTEMP WESTRN CIVILIZATION II Section 035,Contemporary Civilization CC1102,306
,,,10:10am-12:00pm,10:10am-12:00pm,,80 Claremont Ave,94258,CONTEMP WESTRN CIVILIZATION II Section 036,Contemporary Civilization CC1102,201
,,,10:10am-12:00pm,10:10am-12:00pm,,Hamilton Hall,94259,CONTEMP WESTRN CIVILIZATION II Section 037,Contemporary Civilization CC1102,313
,,,10:10am-12:00pm,10:10am-12:00pm,,Pupin Laboratories,94260,CONTEMP WESTRN CIVILIZATION II Section 038,Contemporary Civilization CC1102,224
,,,10:10am-12:00pm,10:10am-12:00pm,,Carman Hall,94261,CONTEMP WESTRN CIVILIZATION II Section 039,Contemporary Civilization CC1102,111
,,,10:10am-12:00pm,10:10am-12:00pm,,Hamilton Hall,73318,CONTEMP WESTRN CIVILIZATION II Section 040,Contemporary Civilization CC1102,301
,,,10:10am-12:00pm,10:10am-12:00pm,,Hartley Hall,73319,CONTEMP WESTRN CIVILIZATION II Section 041,Contemporary Civilization CC1102,109
,,,2:10pm-4:00pm,2:10pm-4:00pm,,Hamilton Hall,73320,CONTEMP WESTRN CIVILIZATION II Section 042,Contemporary Civilization CC1102,309
,,,2:10pm-4:00pm,2:10pm-4:00pm,,Hamilton Hall,73321,CONTEMP WESTRN CIVILIZATION II Section 043,Contemporary Civilization CC1102,401
,,,2:10pm-4:00pm,2:10pm-4:00pm,,Hamilton Hall,93636,CONTEMP WESTRN CIVILIZATION II Section 044,Contemporary Civilization CC1102,301
,,,2:10pm-4:00pm,2:10pm-4:00pm,,Hamilton Hall,93637,CONTEMP WESTRN CIVILIZATION II Section 045,Contemporary Civilization CC1102,302
,,,2:10pm-4:00pm,2:10pm-4:00pm,,Northwest Corner Building,93638,CONTEMP WESTRN CIVILIZATION II Section 046,Contemporary Civilization CC1102,602
,,,2:10pm-4:00pm,2:10pm-4:00pm,,Pupin Laboratories,93639,CONTEMP WESTRN CIVILIZATION II Section 047,Contemporary Civilization CC1102,325
,,,2:10pm-4:00pm,2:10pm-4:00pm,,Broadway Residence Hall,13009,CONTEMP WESTRN CIVILIZATION II Section 048,Contemporary Civilization CC1102,206
,,,2:10pm-4:00pm,2:10pm-4:00pm,,Hamilton Hall,13010,CONTEMP WESTRN CIVILIZATION II Section 049,Contemporary Civilization CC1102,507
,,,4:10pm-6:00pm,4:10pm-6:00pm,,Hamilton Hall,13012,CONTEMP WESTRN CIVILIZATION II Section 050,Contemporary Civilization CC1102,613
,,,4:10pm-6:00pm,4:10pm-6:00pm,,Hamilton Hall,19259,CONTEMP WESTRN CIVILIZATION II Section 051,Contemporary Civilization CC1102,402
,,,4:10pm-6:00pm,4:10pm-6:00pm,,80 Claremont Ave,19261,CONTEMP WESTRN CIVILIZATION II Section 052,Contemporary Civilization CC1102,C01
,,,4:10pm-6:00pm,4:10pm-6:00pm,,Hamilton Hall,19262,CONTEMP WESTRN CIVILIZATION II Section 053,Contemporary Civilization CC1102,301
,,,4:10pm-6:00pm,4:10pm-6:00pm,,Broadway Residence Hall,19263,CONTEMP WESTRN CIVILIZATION II Section 054,Contemporary Civilization CC1102,206
,,,4:10pm-6:00pm,4:10pm-6:00pm,,Hamilton Hall,25513,CONTEMP WESTRN CIVILIZATION II Section 055,Contemporary Civilization CC1102,315
,,,6:10pm-8:00pm,6:10pm-8:00pm,,Hamilton Hall,25514,CONTEMP WESTRN CIVILIZATION II Section 056,Contemporary Civilization CC1102,607
,,,6:10pm-8:00pm,6:10pm-8:00pm,,Hamilton Hall,25515,CONTEMP WESTRN CIVILIZATION II Section 057,Contemporary Civilization CC1102,707
,,,6:10pm-8:00pm,6:10pm-8:00pm,,Hamilton Hall,29582,CONTEMP WESTRN CIVILIZATION II Section 061,Contemporary Civilization CC1102,301
,,,4:10pm-6:00pm,4:10pm-6:00pm,,Sherman Fairchild Life Sciences Building,60833,CONTEMP WESTRN CIVILIZATION II Section 062,Contemporary Civilization CC1102,601B
,2:10pm-4:00pm,,,,2:10pm-4:00pm,Schermerhorn Hall [SCH],25516,CONTEMP WESTRN CIVILIZATION II Section 058,Contemporary Civilization GS1102,652
,,,4:10pm-6:00pm,4:10pm-6:00pm,,Hamilton Hall,29580,CONTEMP WESTRN CIVILIZATION II Section 059,Contemporary Civilization GS1102,401
,,,10:10am-12:00pm,10:10am-12:00pm,,Hamilton Hall,29581,CONTEMP WESTRN CIVILIZATION II Section 060,Contemporary Civilization GS1102,309
,,,,,,,14692,CONTEMP CIV: TEXTS & ISSUES Section 001,Contemporary Civilization G8605,
10:10am-11:25am,,,10:10am-11:25am,10:10am-11:25am,,Hamilton Hall,60303,ELEMENTARY CZECH II Section 001,Czech UN1102,406
11:40am-12:55pm,,,11:40am-12:55pm,11:40am-12:55pm,,Hamilton Hall,10572,INTERMEDIATE CZECH II Section 001,Czech UN1202,406
,,,1:10pm-2:25pm,1:10pm-2:25pm,,Hamilton Hall,67008,READINGS IN CZECH LITERATURE II Section 001,Czech GU4334,408
,9:00am-10:00am,,,,9:00am-10:00am,Barnard Hall,4152,BALLET I Section 001,Dance BC1136,11
12:30pm-2:30pm,,,,,,Barnard Hall,2732,BALLET I Section 002,Dance BC1136,11
,,,11:40am-12:55pm,11:40am-12:55pm,,Barnard Hall,887,BALLET I Section 003,Dance BC1136,305
,10:10am-11:25am,,,,10:10am-11:25am,Barnard Hall,9385,BALLET II Section 001,Dance BC1138,305
,,,2:40pm-3:55pm,2:40pm-3:55pm,,Barnard Hall,4830,BALLET II Section 002,Dance BC1138,306
,,,11:40am-12:55pm,11:40am-12:55pm,,Barnard Hall,4771,JAZZ DANCE I Section 001,Dance BC1248,306
,9:00am-10:00am,,,,9:00am-10:00am,Barnard Hall,9741,MODERN I Section 001,Dance BC1331,305
,,,9:00am-10:00am,9:00am-10:00am,,Barnard Hall,7309,MODERN I Section 002,Dance BC1331,305
,4:10pm-5:25pm,,,,4:10pm-5:25pm,Barnard Hall,3372,MODERN II Section 001,Dance BC1333,305
,,,10:10am-11:25am,10:10am-11:25am,,Barnard Hall,6540,MODERN II Section 002,Dance BC1333,305
,,,1:10pm-2:25pm,1:10pm-2:25pm,,Barnard Hall,5676,BALLET III Section 001,Dance BC2138,11
,4:10pm-5:25pm,,,,4:10pm-5:25pm,Barnard Hall,9308,BALLET IV Section 001,Dance BC2140,11
10:00am-12:00pm,,,,,,Barnard Hall,3613,BALLET IV Section 002,Dance BC2140,305
,11:40am-12:55pm,,,,11:40am-12:55pm,Barnard Hall Annex,4179,POINTE: INTERMED TO ADVANCED Section 001,Dance BC2143,110
,11:40am-12:55pm,,,,11:40am-12:55pm,Barnard Hall,3718,HIP HOP DANCE & CULTURE Section 001,Dance BC2250,305
,,,9:30am-10:30am,9:30am-10:30am,,Marcellus Hartley Dodge Physical Fitness Center,2678,AFRICAN DANCE I Section 001,Dance BC2252,STU
,,,11:40am-12:55pm,11:40am-12:55pm,,Barnard Hall,2154,AFRICAN DANCE I Section 002,Dance BC2252,11
,,,10:30am-11:30am,10:30am-11:30am,,Marcellus Hartley Dodge Physical Fitness Center,7648,AFRICAN DANCE II Section 001,Dance BC2253,STU
3:00pm-5:00pm,,,,,,Barnard Hall,729,AFRO-CUBAN DANCE Section 001,Dance BC2255,11
,,,1:10pm-2:25pm,1:10pm-2:25pm,,Barnard Hall,1630,MODERN III Section 001,Dance BC2333,305
,1:10pm-2:25pm,,,,1:10pm-2:25pm,Barnard Hall,3874,MODERN III Section 003,Dance BC2333,306
,2:40pm-3:55pm,,,,2:40pm-3:55pm,Barnard Hall,2707,MODERN IV Section 001,Dance BC2335,305
12:30pm-2:30pm,,,,,,Barnard Hall,8245,MODERN IV Section 002,Dance BC2335,305
,5:40pm-6:55pm,,,,5:40pm-6:55pm,Barnard Hall,1934,TAP II Section 001,Dance BC2447,306
,12:00pm-12:55pm,,,,12:00pm-12:55pm,Barnard Hall,564,PILATES FOR DANCERS Section 001,Dance BC2452,11
,,,,,,,3862,ENSEMBLE DNCE REPERTORY:BALLET Section 001,Dance BC2556,
,4:10pm-5:25pm,,,,4:10pm-5:25pm,Barnard Hall,3813,TAP ENSEMBLE Section 001,Dance BC2558,306
,2:40pm-3:55pm,,,,2:40pm-3:55pm,Barnard Hall,8349,DANCE COMPOSITION: FORM Section 001,Dance BC2563,11
